Date,Open,High,Low,Close,Adj Close,Volume
2017-05-21,2793.177734,2863.512939,2754.088867,2759.090088,2759.090088,1551562319
2017-05-22,2761.779785,3114.872559,2728.765625,2932.351074,2932.351074,2620443267
2017-05-23,2956.852783,3137.748779,2937.925049,3137.671875,3137.671875,1864345685
2017-05-24,3138.956787,3384.813232,3137.331787,3277.409912,3277.409912,2314079613
2017-05-25,3280.896973,3715.808105,3081.041504,3107.804443,3107.804443,3244953653
2017-05-26,3129.255859,3466.895264,2786.619385,2962.254883,2962.254883,2371880686
2017-05-27,2953.983154,3039.968994,2496.091309,2742.280029,2742.280029,2287145600
2017-05-28,2762.737793,3049.572510,2762.737793,2900.197754,2900.197754,1543247399
2017-05-29,2905.081055,3104.135742,2836.672119,3038.983398,3038.983398,1340058295
2017-05-30,3038.646729,3102.351318,2862.008301,2929.922852,2929.922852,1944738861
2017-05-31,2945.707520,3121.806885,2887.937256,3083.909668,3083.909668,2083666639
